Date,Open,High,Low,Close,Volume
2026-04-23,25296.02,25320.52,25261.81,25298.8,122923
2026-04-24,25176.99,25222.28,25146.97,25186.28,561639
2026-04-27,25097.9,25156.52,25027.62,25112.28,327807
2026-04-28,25049.62,25129.08,24986.41,25060.84,139334
2026-04-29,24879.87,24950.87,24815.17,24895.8,118795
2026-04-30,24818.69,24842.47,24791.97,24814.64,578097
2026-05-01,24867.05,24898.27,24810.98,24861.39,882408
2026-05-04,24879.17,24935.74,24871.45,24881.91,792191
2026-05-05,24829.07,24855.18,24814.42,24827.77,605060
2026-05-06,24892.43,24902.72,24862.81,24886.24,858845
2026-05-07,24899.14,24920.55,24860.63,24887.75,783574
2026-05-08,24837.59,24857.44,24821.31,24833.03,304084
2026-05-11,24910.12,24943.06,24808.39,24872.61,782141
2026-05-12,24989.39,25004.5,24924.14,24954.97,780805
2026-05-13,24914.58,24946.62,24904.97,24935.57,188913
2026-05-14,24960.57,25001.63,24953.13,24981.88,510373
2026-05-15,24980.75,25008.68,24945.49,25001.45,612851
2026-05-18,25038.53,25099.05,24997.83,25022.99,436240
2026-05-19,24937.33,24993.4,24895.42,24949.34,347121
2026-05-20,24892.65,24898.45,24848.34,24868.84,157272
2026-05-21,24784.87,24830.63,24741.7,24803.43,472785
2026-05-22,24795.42,24877.23,24740.43,24824.23,265688
2026-05-25,24787.4,24865.4,24771.52,24822.12,635132
2026-05-26,24779.41,24847.21,24732.59,24812.8,621908
2026-05-27,24884.14,24921.96,24846.93,24892.5,606618
2026-05-28,25027.84,25043.47,24947.35,24986.7,648988
2026-05-29,24889.48,24894.66,24868.35,24875.03,578475
2026-06-01,24750.59,24782.28,24694.47,24748.03,861617
2026-06-02,24707.71,24757.56,24651.94,24722.03,812240
2026-06-03,24743.69,24793.29,24743.17,24750.45,855369
2026-06-04,24771.56,24833.39,24725.7,24787.3,240225
2026-06-05,24764.98,24816.24,24649.76,24773.06,665878
2026-06-08,24650.86,24653.76,24616.01,24646.89,587487
2026-06-09,24775.34,24777.02,24706.67,24762.42,533949
2026-06-10,24715.33,24771.51,24681.11,24722.55,639124
